,Hospital,Address,Coordinates
266,布袋鎮江山里,"625, Taiwan, 嘉義縣布袋鎮江山里","(23.380229, 120.2022239)"
267,鹿草鄉碧潭村,"611, Taiwan, 嘉義縣鹿草鄉碧潭村","(23.3862272, 120.3003035)"
268,義竹鄉東榮村,"624, Taiwan, 嘉義縣義竹鄉東榮村","(23.3836192, 120.2368486)"
269,中埔鄉沄水村,"606, Taiwan, 嘉義縣中埔鄉沄水村","(23.3798236, 120.5307881)"
270,鹿草鄉施家村,"611, Taiwan, 嘉義縣鹿草鄉施家村","(23.3940811, 120.3075124)"
271,布袋鎮菜舖里,"625, Taiwan, 嘉義縣布袋鎮菜舖里","(23.3926623, 120.2195374)"
272,中埔鄉深坑村,"606, Taiwan, 嘉義縣中埔鄉深坑村","(23.3901263, 120.5077582)"
273,番路鄉草山村,"602, Taiwan, 嘉義縣番路鄉草山村","(23.3699026, 120.6142365)"
274,鹿草鄉三角村,"611, Taiwan, 嘉義縣鹿草鄉三角村","(23.3961784, 120.3291365)"
275,布袋鎮新厝里,"625, Taiwan, 嘉義縣布袋鎮新厝里","(23.3921403, 120.1776926)"
276,布袋鎮考試里,"625, Taiwan, 嘉義縣布袋鎮考試里","(23.396336, 120.2022239)"
277,義竹鄉溪洲村,"624, Taiwan, 嘉義縣義竹鄉溪洲村","(23.391903, 120.2483881)"
278,布袋鎮振寮里,"625, Taiwan, 嘉義縣布袋鎮振寮里","(23.3946385, 120.1849082)"
279,鹿草鄉松竹村,"611, Taiwan, 嘉義縣鹿草鄉松竹村","(23.4004483, 120.2902105)"
280,中埔鄉瑞豐村,"606, Taiwan, 嘉義縣中埔鄉瑞豐村","(23.3979522, 120.5336665)"
281,鹿草鄉重寮村,"611, Taiwan, 嘉義縣鹿草鄉重寮村","(23.3998657, 120.3118375)"
282,鹿草鄉後堀村,"611, Taiwan, 嘉義縣鹿草鄉後堀村","(23.4122707, 120.3291365)"
283,水上鄉靖和村,"608, Taiwan, 嘉義縣水上鄉靖和村","(23.4088199, 120.376697)"
284,中埔鄉頂埔村,"606, Taiwan, 嘉義縣中埔鄉頂埔村","(23.4119618, 120.5307881)"
285,布袋鎮西安里,"625, Taiwan, 嘉義縣布袋鎮西安里","(23.410323, 120.1805789)"
286,布袋鎮東安里,"625, Taiwan, 嘉義縣布袋鎮東安里","(23.4105593, 120.1921233)"
287,水上鄉三鎮村,"608, Taiwan, 嘉義縣水上鄉三鎮村","(23.406972, 120.3853425)"
288,中埔鄉石硦村,"606, Taiwan, 嘉義縣中埔鄉石硦村","(23.4012336, 120.5682028)"
289,朴子市松華里,"613, Taiwan, 嘉義縣朴子市松華里","(23.4063562, 120.2498305)"
290,鹿草鄉竹山村,"611, Taiwan, 嘉義縣鹿草鄉竹山村","(23.4010271, 120.2685799)"
291,水上鄉南鄉村,"608, Taiwan, 嘉義縣水上鄉南鄉村","(23.41279, 120.464566)"
292,布袋鎮樹林里,"625, Taiwan, 嘉義縣布袋鎮樹林里","(23.4108385, 120.2224227)"
293,布袋鎮龍江里,"625, Taiwan, 嘉義縣布袋鎮龍江里","(23.392938, 120.1675902)"
294,朴子市梅華里,"613, Taiwan, 嘉義縣朴子市梅華里","(23.4162845, 120.2599266)"
295,朴子市南竹里,"613, Taiwan, 嘉義縣朴子市南竹里","(23.4145985, 120.2426185)"
296,中埔鄉同仁村,"606, Taiwan, 嘉義縣中埔鄉同仁村","(23.414029, 120.4962417)"
297,中埔鄉龍門村,"606, Taiwan, 嘉義縣中埔鄉龍門村","(23.420621, 120.5091977)"
298,中埔鄉中埔村,"606, Taiwan, 嘉義縣中埔鄉中埔村","(23.4222641, 120.5264703)"
299,鹿草鄉鹿東村,"611, Taiwan, 嘉義縣鹿草鄉鹿東村","(23.4200949, 120.3176041)"
300,水上鄉溪洲村,"608, Taiwan, 嘉義縣水上鄉溪洲村","(23.413582, 120.3983097)"
301,鹿草鄉鹿草村,"611, Taiwan, 嘉義縣鹿草鄉鹿草村","(23.4089467, 120.3132792)"
302,水上鄉龍德村,"608, Taiwan, 嘉義縣水上鄉龍德村","(23.4267709, 120.3867834)"
303,中埔鄉灣潭村,"606, Taiwan, 嘉義縣中埔鄉灣潭村","(23.4201728, 120.5797128)"
304,朴子市德家里,"613, Taiwan, 嘉義縣朴子市德家里","(23.4282456, 120.2541575)"
305,水上鄉義興村,"608, Taiwan, 嘉義縣水上鄉義興村","(23.4140099, 120.4213592)"
306,水上鄉中庄村,"608, Taiwan, 嘉義縣水上鄉中庄村","(23.4253561, 120.4372034)"
307,水上鄉忠和村,"608, Taiwan, 嘉義縣水上鄉忠和村","(23.4208239, 120.4458448)"
308,鹿草鄉下麻村,"611, Taiwan, 嘉義縣鹿草鄉下麻村","(23.4205376, 120.3406679)"
309,水上鄉柳新村,"608, Taiwan, 嘉義縣水上鄉柳新村","(23.430911, 120.4112756)"
310,東石鄉西崙村,"614, Taiwan, 嘉義縣東石鄉西崙村","(23.425631, 120.1906803)"
311,鹿草鄉西井村,"611, Taiwan, 嘉義縣鹿草鄉西井村","(23.4184185, 120.3003035)"
312,番路鄉公興村,"602, Taiwan, 嘉義縣番路鄉公興村","(23.4209502, 120.6257423)"
313,朴子市順安里,"613, Taiwan, 嘉義縣朴子市順安里","(23.4259074, 120.2209801)"
314,水上鄉水上村,"608, Taiwan, 嘉義縣水上鄉水上村","(23.4243048, 120.3983097)"
315,水上鄉南和村,"608, Taiwan, 嘉義縣水上鄉南和村","(23.4156129, 120.3637277)"
316,朴子市新庄里,"613, Taiwan, 嘉義縣朴子市新庄里","(23.4311563, 120.2656955)"
317,阿里山鄉山美村,"605, Taiwan, 嘉義縣阿里山鄉山美村","(23.3830102, 120.6775054)"
318,中埔鄉塩舘村,"606, Taiwan, 嘉義縣中埔鄉塩館村","(23.4304992, 120.5379841)"
319,鹿草鄉後寮村,"611, Taiwan, 嘉義縣鹿草鄉後寮村","(23.432054, 120.3118375)"
320,中埔鄉裕民村,"606, Taiwan, 嘉義縣中埔鄉裕民村","(23.4329839, 120.5077582)"
321,水上鄉水頭村,"608, Taiwan, 嘉義縣水上鄉水頭村","(23.4327619, 120.4026318)"
322,水上鄉柳林村,"608, Taiwan, 嘉義縣水上鄉柳林村","(23.4296769, 120.4170377)"
323,水上鄉三界村,"608, Taiwan, 嘉義縣水上鄉三界村","(23.4296915, 120.4732056)"
324,水上鄉國姓村,"608, Taiwan, 嘉義縣水上鄉國姓村","(23.4325763, 120.4847242)"
325,中埔鄉隆興村,"606, Taiwan, 嘉義縣中埔鄉隆興村","(23.4377139, 120.5293488)"
326,水上鄉內溪村,"608, Taiwan, 嘉義縣水上鄉內溪村","(23.4342171, 120.427121)"
327,太保市梅埔里,"612, Taiwan, 嘉義縣太保市梅埔里","(23.4366282, 120.3406679)"
328,阿里山鄉里佳村,"605, Taiwan, 嘉義縣阿里山鄉里佳村","(23.3894782, 120.7464897)"
329,東石鄉東崙村,"614, Taiwan, 嘉義縣東石鄉東崙村","(23.4351441, 120.1964522)"
330,水上鄉柳鄉村,"608, Taiwan, 嘉義縣水上鄉柳鄉村","(23.4430784, 120.4170377)"
331,朴子市竹村里,"613, Taiwan, 嘉義縣朴子市竹村里","(23.4402073, 120.2483881)"
332,鹿草鄉豊稠村,"611, Taiwan, 嘉義縣鹿草鄉豊稠村","(23.4382023, 120.2830007)"
333,朴子市崁前里,"613, Taiwan, 嘉義縣朴子市崁前里","(23.4416277, 120.2354061)"
334,水上鄉民生村,"608, Taiwan, 嘉義縣水上鄉民生村","(23.4465888, 120.4350429)"
335,中埔鄉和睦村,"606, Taiwan, 嘉義縣中埔鄉和睦村","(23.4428818, 120.461686)"
336,水上鄉大堀村,"608, Taiwan, 嘉義縣水上鄉大堀村","(23.4387277, 120.3810199)"
337,中埔鄉義仁村,"606, Taiwan, 嘉義縣中埔鄉義仁村","(23.4449287, 120.520713)"
338,中埔鄉金蘭村,"606, Taiwan, 嘉義縣中埔鄉金蘭村","(23.4449364, 120.5020001)"
339,布袋鎮貴舍里,"625, Taiwan, 嘉義縣布袋鎮貴舍里","(23.4368347, 120.2137665)"
340,中埔鄉社口村,"606, Taiwan, 嘉義縣中埔鄉社口村","(23.4420151, 120.5653251)"
341,中埔鄉富收村,"606, Taiwan, 嘉義縣中埔鄉富收村","(23.4432922, 120.4847242)"
342,朴子市崁後里,"613, Taiwan, 嘉義縣朴子市崁後里","(23.4463445, 120.2195374)"
343,水上鄉回歸村,"608, Taiwan, 嘉義縣水上鄉回歸村","(23.4517367, 120.4141567)"
344,中埔鄉和興村,"606, Taiwan, 嘉義縣中埔鄉和興村","(23.4389643, 120.4487252)"
345,番路鄉觸口村,"602, Taiwan, 嘉義縣番路鄉觸口村","(23.4399219, 120.5998528)"
346,水上鄉大崙村,"608, Taiwan, 嘉義縣水上鄉大崙村","(23.4457239, 120.3608455)"
347,朴子市佳禾里,"613, Taiwan, 嘉義縣朴子市佳禾里","(23.4484843, 120.2599266)"
348,太保市春珠里,"612, Taiwan, 嘉義縣太保市春珠里","(23.4456859, 120.3233704)"
349,東石鄉塭仔村,"614, Taiwan, 嘉義縣東石鄉塭仔村","(23.4400452, 120.1733631)"
350,朴子市新寮里,"613, Taiwan, 嘉義縣朴子市新寮里","(23.4517488, 120.2382911)"
351,水上鄉寬士村,"608, Taiwan, 嘉義縣水上鄉寬士村","(23.4502976, 120.427121)"
352,中埔鄉和美村,"606, Taiwan, 嘉義縣中埔鄉和美村","(23.4564835, 120.4732056)"
353,東石鄉東石村,"614, Taiwan, 嘉義縣東石鄉東石村","(23.4552605, 120.1459395)"
354,太保市安仁里,"612, Taiwan, 嘉義縣太保市安仁里","(23.4473113, 120.3031871)"
355,水上鄉粗溪村,"608, Taiwan, 嘉義縣水上鄉粗溪村","(23.4490478, 120.3954282)"
356,朴子市竹圍里,"613, Taiwan, 嘉義縣朴子市竹圍里","(23.4585714, 120.2440609)"
357,太保市崙頂里,"612, Taiwan, 嘉義縣太保市崙頂里","(23.4576457, 120.3176041)"
358,東石鄉洲仔村,"614, Taiwan, 嘉義縣東石鄉洲仔村","(23.4524773, 120.1906803)"
359,水上鄉塗溝村,"608, Taiwan, 嘉義縣水上鄉塗溝村","(23.4572807, 120.369492)"
360,水上鄉三和村,"608, Taiwan, 嘉義縣水上鄉三和村","(23.4593639, 120.409835)"
361,朴子市大葛里,"613, Taiwan, 嘉義縣朴子市大葛里","(23.4555291, 120.2772325)"
362,朴子市文化里,"613, Taiwan, 嘉義縣朴子市文化里","(23.4648115, 120.2415366)"
363,朴子市平和里,"613, Taiwan, 嘉義縣朴子市平和里","(23.4633242, 120.2469457)"
364,東石鄉永屯村,"614, Taiwan, 嘉義縣東石鄉永屯村","(23.4520102, 120.1675902)"
365,朴子市中正里,"613, Taiwan, 嘉義縣朴子市中正里","(23.4662099, 120.2444215)"
366,西區福民里,"600, Taiwan, 嘉義市西區福民里","(23.4626683, 120.4350429)"
367,番路鄉民和村,"602, Taiwan, 嘉義縣番路鄉民和村","(23.4572249, 120.5940988)"
368,東區頂寮里,"600, Taiwan, 嘉義市東區頂寮里","(23.4670999, 120.4580859)"
369,太保市後潭里,"612, Taiwan, 嘉義縣太保市後潭里","(23.4527187, 120.3406679)"
370,東區芳草里,"600, Taiwan, 嘉義市東區芳草里","(23.4672021, 120.463846)"
371,東石鄉猿樹村,"614, Taiwan, 嘉義縣東石鄉猿樹村","(23.4641647, 120.1546002)"
372,朴子市永和里,"613, Taiwan, 嘉義縣朴子市永和里","(23.4558532, 120.225308)"
373,朴子市開元里,"613, Taiwan, 嘉義縣朴子市開元里","(23.4680164, 120.2446018)"
374,朴子市順天里,"613, Taiwan, 嘉義縣朴子市順天里","(23.4667192, 120.2404548)"
375,東石鄉港墘村,"614, Taiwan, 嘉義縣東石鄉港墘村","(23.459957, 120.2123237)"
376,朴子市博厚里,"613, Taiwan, 嘉義縣朴子市博厚里","(23.4673335, 120.2375698)"
377,東區安寮里,"600, Taiwan, 嘉義市東區安寮里","(23.4630807, 120.4580859)"
378,太保市前潭里,"612, Taiwan, 嘉義縣太保市前潭里","(23.4572661, 120.3507571)"
379,西區翠岱里,"600, Taiwan, 嘉義市西區翠岱里","(23.4692651, 120.4433245)"
380,西區致遠里,"600, Taiwan, 嘉義市西區致遠里","(23.4694712, 120.4454848)"
381,太保市太保里,"612, Taiwan, 嘉義縣太保市太保里","(23.4605464, 120.3291365)"
382,番路鄉新福村,"602, Taiwan, 嘉義縣番路鄉新福村","(23.4576875, 120.5423015)"
383,西區劉厝里,"600, Taiwan, 嘉義市西區劉厝里","(23.4665829, 120.4199187)"
384,西區自強里,"600, Taiwan, 嘉義市西區自強里","(23.4683891, 120.4411641)"
385,朴子市大鄉里,"613, Taiwan, 嘉義縣朴子市大鄉里","(23.4604464, 120.2541575)"
386,番路鄉番路村,"602, Taiwan, 嘉義縣番路鄉番路村","(23.4580796, 120.5653251)"
387,朴子市安福里,"613, Taiwan, 嘉義縣朴子市安福里","(23.4680767, 120.2498305)"
388,番路鄉公田村,"602, Taiwan, 嘉義縣番路鄉公田村","(23.4480903, 120.6487508)"
389,東石鄉塭港村,"614, Taiwan, 嘉義縣東石鄉塭港村","(23.4680751, 120.1488264)"
390,西區培元里,"600, Taiwan, 嘉義市西區培元里","(23.4715326, 120.4436845)"
391,西區導明里,"600, Taiwan, 嘉義市西區導明里","(23.4725115, 120.446925)"
392,西區新西里,"600, Taiwan, 嘉義市西區新西里","(23.4717387, 120.4364832)"
393,東石鄉圍潭村,"614, Taiwan, 嘉義縣東石鄉圍潭村","(23.4650955, 120.200781)"
394,東區新開里,"600, Taiwan, 嘉義市東區新開里","(23.4734891, 120.4595259)"
395,西區永和里,"600, Taiwan, 嘉義市西區永和里","(23.4738001, 120.4393638)"
396,西區新富里,"600, Taiwan, 嘉義市西區新富里","(23.4742123, 120.4436845)"
397,番路鄉內甕村,"602, Taiwan, 嘉義縣番路鄉內甕村","(23.4638869, 120.5135161)"
398,朴子市內厝里,"613, Taiwan, 嘉義縣朴子市內厝里","(23.4719892, 120.2440609)"
399,東區朝陽里,"600, Taiwan, 嘉義市東區朝陽里","(23.4759109, 120.4591659)"
400,東區短竹里,"600, Taiwan, 嘉義市東區短竹里","(23.4719419, 120.4667259)"
401,西區磚磘里,"600, Taiwan, 嘉義市西區磚磘里","(23.472769, 120.4285613)"
402,東區鹿寮里,"600, Taiwan, 嘉義市東區鹿寮里","(23.4634855, 120.4904831)"
403,朴子市仁和里,"613, Taiwan, 嘉義縣朴子市仁和里","(23.4650306, 120.2830007)"
404,西區書院里,"600, Taiwan, 嘉義市西區書院里","(23.4772013, 120.4422443)"
405,東區蘭潭里,"600, Taiwan, 嘉義市東區蘭潭里","(23.4672002, 120.4732056)"
406,西區西平里,"600, Taiwan, 嘉義市西區西平里","(23.4779227, 120.4264007)"
407,東石鄉三家村,"614, Taiwan, 嘉義縣東石鄉三家村","(23.4681203, 120.1675902)"
408,東區民族里,"600, Taiwan, 嘉義市東區民族里","(23.475757, 120.4552057)"
409,西區西榮里,"600, Taiwan, 嘉義市西區西榮里","(23.4776132, 120.4465649)"
410,西區頭港里,"600, Taiwan, 嘉義市西區頭港里","(23.4713209, 120.4040725)"
411,東區華南里,"600, Taiwan, 嘉義市東區華南里","(23.4788479, 120.4595259)"
412,西區港坪里,"600, Taiwan, 嘉義市西區港坪里","(23.4752414, 120.4170377)"
413,西區福全里,"600, Taiwan, 嘉義市西區福全里","(23.4790568, 120.4336026)"
414,東區東興里,"401, Taiwan, 台中市東區東興里","(24.1264486, 120.6868493)"
415,朴子市德興里,"613, Taiwan, 嘉義縣朴子市德興里","(23.4740869, 120.2656955)"
416,西區番社里,"600, Taiwan, 嘉義市西區番社里","(23.4806022, 120.4451247)"
417,太保市東勢里,"612, Taiwan, 嘉義縣太保市東勢里","(23.4687708, 120.3031871)"
418,東石鄉蔦松村,"614, Taiwan, 嘉義縣東石鄉蔦松村","(23.4731849, 120.2195374)"
419,太保市後庄里,"612, Taiwan, 嘉義縣太保市後庄里","(23.4741555, 120.3219289)"
420,東區東川里,"600, Taiwan, 嘉義市東區東川里","(23.4796701, 120.4681659)"
421,西區後驛里,"600, Taiwan, 嘉義市西區後驛里","(23.4804996, 120.4393638)"
422,阿里山鄉達邦村,"605, Taiwan, 嘉義縣阿里山鄉達邦村","(23.4354677, 120.7809676)"
423,東區文雅里,"600, Taiwan, 嘉義市東區文雅里","(23.4826518, 120.485444)"
424,竹崎鄉昇平村,"604, Taiwan, 嘉義縣竹崎鄉昇平村","(23.4741439, 120.5653251)"
425,西區國華里,"600, Taiwan, 嘉義市西區國華里","(23.4826631, 120.4480051)"
426,東石鄉海埔村,"614, Taiwan, 嘉義縣東石鄉海埔村","(23.4729183, 120.1892373)"
427,東區長竹里,"600, Taiwan, 嘉義市東區長竹里","(23.4810065, 120.4775252)"
428,西區福安里,"600, Taiwan, 嘉義市西區福安里","(23.4814273, 120.4256805)"
429,西區重興里,"600, Taiwan, 嘉義市西區重興里","(23.4868897, 120.440804)"
430,西區竹圍里,"600, Taiwan, 嘉義市西區竹圍里","(23.4849319, 120.4343228)"
431,太保市港尾里,"612, Taiwan, 嘉義縣太保市港尾里","(23.4778998, 120.3608455)"
432,太保市埤鄉里,"612, Taiwan, 嘉義縣太保市埤鄉里","(23.4750262, 120.3867834)"
433,竹崎鄉金獅村,"604, Taiwan, 嘉義縣竹崎鄉金獅村","(23.5152406, 120.6228659)"
434,竹崎鄉龍山村,"604, Taiwan, 嘉義縣竹崎鄉龍山村","(23.5144935, 120.5768354)"
435,六腳鄉三義村,"615, Taiwan, 嘉義縣六腳鄉三義村","(23.5211688, 120.2902105)"
436,民雄鄉山中村,"621, Taiwan, 嘉義縣民雄鄉山中村","(23.5142078, 120.4040725)"
437,竹崎鄉竹崎村,"604, Taiwan, 嘉義縣竹崎鄉竹崎村","(23.5207112, 120.5480578)"
438,民雄鄉興南村,"621, Taiwan, 嘉義縣民雄鄉興南村","(23.5230687, 120.4314421)"
439,新港鄉溪北村,"616, Taiwan, 嘉義縣新港鄉溪北村","(23.5129498, 120.3349024)"
440,阿里山鄉十字村,"605, Taiwan, 嘉義縣阿里山鄉十字村","(23.5030329, 120.7407425)"
441,新港鄉安和村,"616, Taiwan, 嘉義縣新港鄉安和村","(23.5166518, 120.3176041)"
442,新港鄉三間村,"616, Taiwan, 嘉義縣新港鄉三間村","(23.5220428, 120.3925467)"
443,六腳鄉雙涵村,"615, Taiwan, 嘉義縣六腳鄉雙涵村","(23.5149875, 120.3003035)"
444,民雄鄉福樂村,"621, Taiwan, 嘉義縣民雄鄉福樂村","(23.5216213, 120.4444046)"
445,新港鄉中洋村,"616, Taiwan, 嘉義縣新港鄉中洋村","(23.5257528, 120.3752561)"
446,竹崎鄉和平村,"604, Taiwan, 嘉義縣竹崎鄉和平村","(23.5155706, 120.5408624)"
447,民雄鄉大崎村,"621, Taiwan, 嘉義縣民雄鄉大崎村","(23.5261402, 120.4732056)"
448,民雄鄉興中村,"621, Taiwan, 嘉義縣民雄鄉興中村","(23.5331744, 120.4155972)"
449,竹崎鄉仁壽村,"604, Taiwan, 嘉義縣竹崎鄉仁壽村","(23.5230108, 120.6487508)"
450,六腳鄉港美村,"615, Taiwan, 嘉義縣六腳鄉港美村","(23.5310816, 120.3003035)"
451,民雄鄉中央村,"621, Taiwan, 嘉義縣民雄鄉中央村","(23.5356506, 120.4040725)"
452,竹崎鄉復金村,"604, Taiwan, 嘉義縣竹崎鄉復金村","(23.5297453, 120.5682028)"
453,民雄鄉双福村,"621, Taiwan, 嘉義縣民雄鄉雙福村","(23.5376988, 120.4444046)"
454,民雄鄉文隆村,"621, Taiwan, 嘉義縣民雄鄉文隆村","(23.5377068, 120.4256805)"
455,竹崎鄉獅埜村,"604, Taiwan, 嘉義縣竹崎鄉獅埜村","(23.5294085, 120.5077582)"
456,竹崎鄉沙坑村,"604, Taiwan, 嘉義縣竹崎鄉沙坑村","(23.5376369, 120.5192737)"
457,竹崎鄉坑頭村,"604, Taiwan, 嘉義縣竹崎鄉坑頭村","(23.5380203, 120.5423015)"
458,民雄鄉北斗村,"621, Taiwan, 嘉義縣民雄鄉北斗村","(23.5393375, 120.461686)"
459,新港鄉菜公村,"616, Taiwan, 嘉義縣新港鄉菜公村","(23.5360597, 120.3521983)"
460,民雄鄉松山村,"621, Taiwan, 嘉義縣民雄鄉松山村","(23.539732, 120.4847242)"
461,新港鄉潭大村,"616, Taiwan, 嘉義縣新港鄉潭大村","(23.5389376, 120.3262535)"
462,竹崎鄉緞繻村,"604, Taiwan, 嘉義縣竹崎鄉緞繻村","(23.536282, 120.5998528)"
463,民雄鄉平和村,"621, Taiwan, 嘉義縣民雄鄉平和村","(23.5434873, 120.3925467)"
464,民雄鄉中和村,"621, Taiwan, 嘉義縣民雄鄉中和村","(23.5455445, 120.4141567)"
465,民雄鄉西昌村,"621, Taiwan, 嘉義縣民雄鄉西昌村","(23.540601, 120.3810199)"
466,民雄鄉東湖村,"621, Taiwan, 嘉義縣民雄鄉東湖村","(23.549657, 120.4386437)"
467,新港鄉宮前村,"616, Taiwan, 嘉義縣新港鄉宮前村","(23.5521476, 120.3521983)"
468,梅山鄉安靖村,"603, Taiwan, 嘉義縣梅山鄉安靖村","(23.5466177, 120.5768354)"
469,民雄鄉中樂村,"621, Taiwan, 嘉義縣民雄鄉中樂村","(23.5526514, 120.4278412)"
470,民雄鄉西安村,"621, Taiwan, 嘉義縣民雄鄉西安村","(23.554406, 120.4227997)"
471,新港鄉福德村,"616, Taiwan, 嘉義縣新港鄉福德村","(23.555652, 120.3421093)"
472,梅山鄉太興村,"603, Taiwan, 嘉義縣梅山鄉太興村","(23.5448595, 120.634371)"
473,新港鄉宮後村,"616, Taiwan, 嘉義縣新港鄉宮後村","(23.5585416, 120.3536396)"
474,新港鄉大興村,"616, Taiwan, 嘉義縣新港鄉大興村","(23.5609124, 120.3457126)"
475,民雄鄉東榮村,"621, Taiwan, 嘉義縣民雄鄉東榮村","(23.5498668, 120.4314421)"
476,阿里山鄉來吉村,"605, Taiwan, 嘉義縣阿里山鄉來吉村","(23.5301127, 120.7637298)"
477,梅山鄉瑞里村,"603, Taiwan, 嘉義縣梅山鄉瑞里村","(23.5394221, 120.671755)"
478,新港鄉大潭村,"616, Taiwan, 嘉義縣新港鄉大潭村","(23.5484371, 120.369492)"
479,民雄鄉菁埔村,"621, Taiwan, 嘉義縣民雄鄉菁埔村","(23.5583319, 120.3983097)"
480,梅山鄉双溪村,"603, Taiwan, 嘉義縣梅山鄉雙溪村","(23.5553304, 120.5365449)"
481,民雄鄉東興村,"621, Taiwan, 嘉義縣民雄鄉東興村","(23.5586772, 120.4962417)"
482,梅山鄉大南村,"603, Taiwan, 嘉義縣梅山鄉大南村","(23.5536525, 120.5566917)"
483,梅山鄉半天村,"603, Taiwan, 嘉義縣梅山鄉半天村","(23.5626796, 120.5768354)"
484,梅山鄉太平村,"603, Taiwan, 嘉義縣梅山鄉太平村","(23.5564476, 120.6056064)"
485,新港鄉古民村,"616, Taiwan, 嘉義縣新港鄉古民村","(23.563904, 120.3536396)"
486,新港鄉西庄村,"616, Taiwan, 嘉義縣新港鄉西庄村","(23.5674084, 120.3810199)"
487,民雄鄉福權村,"621, Taiwan, 嘉義縣民雄鄉福權村","(23.5653354, 120.4155972)"
488,民雄鄉頂崙村,"621, Taiwan, 嘉義縣民雄鄉頂崙村","(23.5667643, 120.4400839)"
